female|nonwhite|gender|race|resid_income|scf_income
1|0|Female|White|-19258.531991237272|4900.0
0|0|Male|White|-37872.33601721656|1500.0
0|0|Male|White|-29372.336017216563|10000.0
0|0|Male|White|-12051.336017216563|27321.0
0|0|Male|White|-26182.336017216563|13190.0
0|0|Male|White|-28968.336017216563|10404.0
1|0|Female|White|966.4680087627275|25125.0
0|0|Male|White|49227.66398278344|88600.0
1|0|Female|White|-11372.531991237272|12786.0
1|0|Female|White|-11668.531991237272|12490.0
0|0|Male|White|-38372.33601721656|1000.0
0|0|Male|White|3627.663982783437|43000.0
0|0|Male|White|6327.663982783437|45700.0
0|0|Male|White|-34682.33601721656|4690.0
0|0|Male|White|38639.66398278344|78012.0
1|0|Female|White|5891.468008762728|30050.0
0|0|Male|White|17111.663982783437|56484.0
0|0|Male|White|38925.66398278344|78298.0
0|0|Male|White|39451.66398278344|78824.0
1|0|Female|White|-19158.531991237272|5000.0
0|0|Male|White|-15562.336017216563|23810.0
1|0|Female|White|-1958.5319912372725|22200.0
0|0|Male|White|-7159.336017216563|32213.0
0|0|Male|White|9135.663982783437|48508.0
0|0|Male|White|-31572.336017216563|7800.0
0|0|Male|White|-16300.336017216563|23072.0
1|0|Female|White|-1158.5319912372725|23000.0
0|0|Male|White|-5372.336017216563|34000.0
0|0|Male|White|-16348.336017216563|23024.0
1|0|Female|White|57939.46800876273|82098.0
0|0|Male|White|6341.663982783437|45714.0
0|0|Male|White|-7748.336017216563|31624.0
0|0|Male|White|-6122.336017216563|33250.0
0|0|Male|White|41927.66398278344|81300.0
0|0|Male|White|16093.663982783437|55466.0
1|0|Female|White|-23043.531991237272|1115.0
0|0|Male|White|-12795.336017216563|26577.0
0|0|Male|White|10827.663982783437|50200.0
0|0|Male|White|6777.663982783437|46150.0
0|0|Male|White|14066.663982783437|53439.0
1|0|Female|White|-22069.531991237272|2089.0
0|0|Male|White|-4365.336017216563|35007.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-21378.531991237272|2780.0
0|0|Male|White|27677.663982783437|67050.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-35608.33601721656|3764.0
0|0|Male|White|-12572.336017216563|26800.0
0|0|Male|Black|33786.214450457876|73158.55
0|0|Male|White|21947.663982783437|61320.0
0|0|Male|White|-26348.336017216563|13024.0
0|0|Male|White|-27332.336017216563|12040.0
1|0|Female|White|-9963.531991237272|14195.0
0|0|Male|White|-26748.336017216563|12624.0
1|0|Female|White|-2418.5319912372725|21740.0
1|0|Female|White|-8554.531991237272|15604.0
0|0|Male|White|-6087.336017216563|33285.0
0|0|Male|White|-22822.336017216563|16550.0
0|0|Male|White|27657.663982783437|67030.0
0|0|Male|White|-34019.33601721656|5353.0
0|0|Male|White|44697.66398278344|84070.0
0|0|Male|White|627.663982783437|40000.0
0|0|Male|White|-7552.336017216563|31820.0
1|0|Female|White|-4140.531991237272|20018.0
0|0|Male|Black|38882.214450457876|78254.55
0|0|Male|White|-24062.336017216563|15310.0
0|0|Male|White|17892.663982783437|57265.0
0|0|Male|White|27535.663982783437|66908.0
1|0|Female|White|673.4680087627275|24832.0
0|0|Male|White|-14332.336017216563|25040.0
1|0|Female|White|-4958.531991237272|19200.0
0|0|Male|Other|-9494.785549542124|29877.55
0|0|Male|Black|-8357.785549542124|31014.55
0|0|Male|White|17227.663982783437|56600.0
0|0|Male|White|-11172.336017216563|28200.0
1|0|Female|White|2031.4680087627275|26190.0
0|0|Male|White|-10450.336017216563|28922.0
0|0|Male|White|-13972.336017216563|25400.0
1|0|Female|White|-19358.531991237272|4800.0
0|0|Male|White|-12322.336017216563|27050.0
0|0|Male|White|-16372.336017216563|23000.0
0|0|Male|White|-25371.336017216563|14001.0
0|0|Male|White|18556.663982783437|57929.0
0|0|Male|White|5692.663982783437|45065.0
0|0|Male|White|34777.66398278344|74150.0
0|0|Male|White|17667.663982783437|57040.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|6917.663982783437|46290.0
1|0|Female|White|-18836.531991237272|5322.0
1|0|Female|White|-8538.531991237272|15620.0
0|0|Male|White|-7972.336017216563|31400.0
0|0|Male|White|-16060.336017216563|23312.0
0|0|Male|White|-9372.336017216563|30000.0
1|0|Female|White|24183.468008762728|48342.0
1|0|Female|White|-15422.531991237272|8736.0
0|0|Male|White|-8492.336017216563|30880.0
0|0|Male|White|-31252.336017216563|8120.0
1|0|Female|Other|-1276.981523562834|22881.55
0|0|Male|White|-20332.336017216563|19040.0
1|0|Female|White|-504.53199123727245|23654.0
0|0|Male|White|-29802.336017216563|9570.0
0|0|Male|White|-35372.33601721656|4000.0
1|0|Female|White|-5908.531991237272|18250.0
0|0|Male|White|3941.663982783437|43314.0
0|0|Male|Asian-Pac-Islander|23757.214450457876|63129.55
0|0|Male|White|-13372.336017216563|26000.0
0|0|Male|White|10027.663982783437|49400.0
0|0|Male|White|-33963.33601721656|5409.0
0|0|Male|White|38525.66398278344|77898.0
1|0|Female|White|-15658.531991237272|8500.0
0|0|Male|White|-27372.336017216563|12000.0
1|0|Female|White|75840.46800876272|99999.0
1|0|Female|White|-19158.531991237272|5000.0
1|0|Female|White|30915.468008762728|55074.0
0|0|Male|White|10711.663982783437|50084.0
0|0|Male|White|-32872.33601721656|6500.0
0|0|Male|White|-36372.33601721656|3000.0
0|0|Male|White|31425.663982783437|70798.0
0|0|Male|White|627.663982783437|40000.0
1|0|Female|White|35841.46800876273|60000.0
1|0|Female|White|12470.468008762728|36629.0
1|0|Female|White|75840.46800876272|99999.0
1|0|Female|White|9691.468008762728|33850.0
0|0|Male|White|-28331.336017216563|11041.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-36672.33601721656|2700.0
0|0|Male|White|15859.663982783437|55232.0
0|0|Male|White|9427.663982783437|48800.0
0|0|Male|White|29525.663982783437|68898.0
0|0|Male|White|6027.663982783437|45400.0
1|0|Female|White|-5058.531991237272|19100.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|-12222.336017216563|27150.0
0|0|Male|White|11030.663982783437|50403.0
0|0|Male|White|-4104.336017216563|35268.0
0|0|Male|White|-35473.33601721656|3899.0
0|0|Male|White|-27372.336017216563|12000.0
1|0|Female|White|-1587.5319912372725|22571.0
1|0|Female|White|9841.468008762728|34000.0
0|0|Male|White|-33548.33601721656|5824.0
0|0|Male|White|-36872.33601721656|2500.0
1|0|Female|White|-808.5319912372725|23350.0
1|0|Female|Black|-15210.981523562834|8947.55
0|0|Male|White|633.663982783437|40006.0
0|0|Male|White|13317.663982783437|52690.0
0|0|Male|White|-36129.33601721656|3243.0
0|0|Male|White|-25081.336017216563|14291.0
0|0|Male|White|15877.663982783437|55250.0
0|0|Male|White|-24352.336017216563|15020.0
0|0|Male|White|-26122.336017216563|13250.0
0|0|Male|White|40827.66398278344|80200.0
1|0|Female|White|3141.4680087627275|27300.0
1|0|Female|White|11029.468008762728|35188.0
0|0|Male|White|-14172.336017216563|25200.0
0|0|Male|White|-982.336017216563|38390.0
0|0|Male|White|-22551.336017216563|16821.0
0|0|Male|White|-13893.336017216563|25479.0
0|0|Male|White|-32370.336017216563|7002.0
0|0|Male|White|10939.663982783437|50312.0
0|0|Male|White|-25228.336017216563|14144.0
0|0|Male|White|-20183.336017216563|19189.0
0|0|Male|White|-212.33601721656305|39160.0
0|0|Male|White|-16233.336017216563|23139.0
0|0|Male|White|21680.663982783437|61053.0
1|0|Female|White|-17700.531991237272|6458.0
1|0|Female|White|33218.46800876273|57377.0
0|0|Male|Black|-22115.785549542124|17256.55
0|0|Male|Black|-14015.785549542124|25356.55
0|0|Male|White|7627.663982783437|47000.0
1|0|Female|White|-11658.531991237272|12500.0
0|0|Male|White|-38372.33601721656|1000.0
1|0|Female|White|-16595.531991237272|7563.0
0|0|Male|White|24638.663982783437|64011.0
1|0|Female|White|-17158.531991237272|7000.0
0|0|Male|White|-22909.336017216563|16463.0
0|0|Male|White|1666.663982783437|41039.0
0|0|Male|White|17427.663982783437|56800.0
1|0|Female|White|-23158.531991237272|1000.0
0|0|Male|White|33157.66398278344|72530.0
0|0|Male|White|-6115.336017216563|33257.0
1|0|Female|White|-13158.531991237272|11000.0
1|0|Female|White|-15308.531991237272|8850.0
0|0|Male|White|-35772.33601721656|3600.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|2204.4680087627275|26363.0
1|0|Female|White|6450.468008762728|30609.0
0|0|Male|White|-6322.336017216563|33050.0
1|0|Female|White|-22158.531991237272|2000.0
1|0|Female|White|-15158.531991237272|9000.0
0|0|Male|White|-10627.336017216563|28745.0
0|0|Male|White|-14372.336017216563|25000.0
0|0|Male|White|13701.663982783437|53074.0
1|0|Female|White|23941.468008762728|48100.0
1|0|Female|White|15993.468008762728|40152.0
0|0|Male|White|-1322.336017216563|38050.0
0|0|Male|White|10827.663982783437|50200.0
0|0|Male|White|-8048.336017216563|31324.0
0|0|Male|White|-31372.336017216563|8000.0
0|0|Male|White|-8345.336017216563|31027.0
0|0|Male|White|-32852.33601721656|6520.0
0|0|Male|White|1596.663982783437|40969.0
0|0|Male|White|-9556.336017216563|29816.0
0|0|Male|White|6627.663982783437|46000.0
1|0|Female|White|-57.53199123727245|24101.0
0|0|Male|White|-20400.336017216563|18972.0
1|0|Female|White|-11729.531991237272|12429.0
1|0|Female|White|-4158.531991237272|20000.0
1|0|Female|White|-6058.531991237272|18100.0
0|0|Male|White|-2287.336017216563|37085.0
0|0|Male|White|12227.663982783437|51600.0
1|0|Female|White|-17067.531991237272|7091.0
1|0|Female|White|8241.468008762728|32400.0
0|0|Male|White|-1372.336017216563|38000.0
0|0|Male|White|42192.66398278344|81565.0
0|0|Male|White|-18060.336017216563|21312.0
1|0|Female|White|-22138.531991237272|2020.0
0|0|Male|White|-32612.336017216563|6760.0
1|0|Female|White|4921.468008762728|29080.0
1|0|Female|White|-1083.5319912372725|23075.0
1|0|Female|White|6993.468008762728|31152.0
0|0|Male|White|-32372.336017216563|7000.0
0|0|Male|White|-18014.336017216563|21358.0
0|0|Male|White|-6751.336017216563|32621.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|9217.663982783437|48590.0
0|0|Male|White|-18849.336017216563|20523.0
0|0|Male|White|-19372.336017216563|20000.0
0|0|Male|White|18727.663982783437|58100.0
0|0|Male|White|-18208.336017216563|21164.0
1|0|Female|White|-14158.531991237272|10000.0
0|0|Male|White|38925.66398278344|78298.0
0|0|Male|White|-29156.336017216563|10216.0
0|0|Male|White|-21372.336017216563|18000.0
0|0|Male|White|22989.663982783437|62362.0
1|0|Female|White|-4148.531991237272|20010.0
1|0|Female|White|-18028.531991237272|6130.0
0|0|Male|White|-37132.33601721656|2240.0
0|0|Male|White|-24352.336017216563|15020.0
0|0|Male|White|-12695.336017216563|26677.0
0|0|Male|White|2187.663982783437|41560.0
0|0|Male|White|13627.663982783437|53000.0
0|0|Male|White|-38902.33601721656|470.0
1|0|Female|White|-13109.531991237272|11049.0
0|0|Male|White|-32372.336017216563|7000.0
0|0|Male|White|59987.66398278344|99360.0
0|0|Male|White|33857.66398278344|73230.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|58627.66398278344|98000.0
0|0|Male|White|-17272.336017216563|22100.0
0|0|Male|White|31013.663982783437|70386.0
0|0|Male|Black|1484.2144504578755|40856.55
0|0|Male|White|10059.663982783437|49432.0
0|0|Male|White|-6827.336017216563|32545.0
0|0|Male|White|-1372.336017216563|38000.0
0|0|Male|White|13040.663982783437|52413.0
0|0|Male|White|14155.663982783437|53528.0
0|0|Male|White|-37372.33601721656|2000.0
0|0|Male|White|-11172.336017216563|28200.0
1|0|Female|White|-18658.531991237272|5500.0
0|0|Male|White|-31872.336017216563|7500.0
1|0|Female|Black|-6301.981523562834|17856.55
0|0|Male|White|-14372.336017216563|25000.0
0|0|Male|White|-26372.336017216563|13000.0
1|0|Female|Black|-5301.981523562834|18856.55
0|0|Male|Black|-27777.785549542124|11594.55
1|0|Female|Black|-1765.981523562834|22392.55
1|0|Female|White|34161.46800876273|58320.0
0|0|Male|White|-11105.336017216563|28267.0
1|0|Female|White|66997.46800876272|91156.0
1|0|Female|White|-21258.531991237272|2900.0
1|0|Female|White|13697.468008762728|37856.0
1|0|Female|White|8012.468008762728|32171.0
1|0|Female|White|38041.46800876273|62200.0
0|0|Male|White|56025.66398278344|95398.0
0|0|Male|White|45765.66398278344|85138.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|43968.66398278344|83341.0
0|0|Male|White|41093.66398278344|80466.0
0|0|Male|White|-36472.33601721656|2900.0
0|0|Male|White|-17172.336017216563|22200.0
0|0|Male|White|-26592.336017216563|12780.0
0|0|Male|White|-12772.336017216563|26600.0
0|0|Male|White|16732.663982783437|56105.0
0|0|Male|White|40326.66398278344|79699.0
1|0|Female|White|49841.46800876273|74000.0
0|0|Male|White|9427.663982783437|48800.0
0|0|Male|White|-23458.336017216563|15914.0
0|0|Male|White|-6035.336017216563|33337.0
0|0|Male|White|1727.663982783437|41100.0
0|0|Male|White|-16732.336017216563|22640.0
0|0|Male|White|-27572.336017216563|11800.0
0|0|Male|White|-9368.336017216563|30004.0
0|0|Male|White|26633.663982783437|66006.0
1|0|Female|White|5851.468008762728|30010.0
0|0|Male|White|38343.66398278344|77716.0
1|0|Female|White|55941.46800876273|80100.0
0|0|Male|White|-12652.336017216563|26720.0
0|0|Male|White|-33272.33601721656|6100.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-23236.531991237272|922.0
0|0|Male|White|-11252.336017216563|28120.0
1|0|Female|White|-8158.531991237272|16000.0
1|0|Female|White|-20358.531991237272|3800.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-35292.33601721656|4080.0
0|0|Male|White|-16922.336017216563|22450.0
0|0|Male|White|-19102.336017216563|20270.0
0|0|Male|White|127.66398278343695|39500.0
1|0|Female|White|19341.468008762728|43500.0
1|0|Female|White|-7352.531991237272|16806.0
1|0|Female|White|-18958.531991237272|5200.0
1|0|Female|White|-5241.531991237272|18917.0
1|0|Female|White|-6158.531991237272|18000.0
1|0|Female|White|-9233.531991237272|14925.0
1|0|Female|Black|21698.018476437166|45856.55
1|0|Female|White|723.4680087627275|24882.0
0|0|Male|White|17665.663982783437|57038.0
0|0|Male|White|6039.663982783437|45412.0
0|0|Male|White|-3943.336017216563|35429.0
0|0|Male|White|7282.663982783437|46655.0
0|0|Male|White|4628.663982783437|44001.0
1|0|Female|White|-4158.531991237272|20000.0
1|0|Female|White|17111.468008762728|41270.0
1|0|Female|Other|-14701.981523562834|9456.55
0|0|Male|White|-19122.336017216563|20250.0
0|0|Male|White|43961.66398278344|83334.0
1|0|Female|White|-23458.531991237272|700.0
0|0|Male|White|-31208.336017216563|8164.0
0|0|Male|White|-14372.336017216563|25000.0
0|0|Male|White|-12402.336017216563|26970.0
0|0|Male|White|46472.66398278344|85845.0
0|0|Male|White|-32372.336017216563|7000.0
0|0|Male|White|53649.66398278344|93022.0
1|0|Female|White|13677.468008762728|37836.0
0|0|Male|White|-20675.336017216563|18697.0
0|0|Male|White|-29372.336017216563|10000.0
1|0|Female|White|-13146.531991237272|11012.0
0|0|Male|White|-34422.33601721656|4950.0
0|0|Male|White|-7769.336017216563|31603.0
0|0|Male|White|-15372.336017216563|24000.0
0|0|Male|White|-28282.336017216563|11090.0
0|0|Male|White|-14372.336017216563|25000.0
1|0|Female|Asian-Pac-Islander|1898.018476437166|26056.55
1|0|Female|Asian-Pac-Islander|19098.018476437166|43256.55
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-10575.531991237272|13583.0
1|0|Female|White|25753.468008762728|49912.0
1|0|Female|White|-18158.531991237272|6000.0
1|0|Female|White|-19554.531991237272|4604.0
0|0|Male|White|10427.663982783437|49800.0
0|0|Male|White|27836.663982783437|67209.0
1|0|Female|White|17437.468008762728|41596.0
0|0|Male|White|-35372.33601721656|4000.0
1|0|Female|White|19596.468008762728|43755.0
0|0|Male|White|24537.663982783437|63910.0
0|0|Male|White|-18282.336017216563|21090.0
0|0|Male|White|50775.66398278344|90148.0
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|-34872.33601721656|4500.0
0|0|Male|White|-23372.336017216563|16000.0
1|0|Female|White|1141.4680087627275|25300.0
0|0|Male|Amer-Indian-Eskimo|-6235.7855495421245|33136.55
1|0|Female|White|-1156.5319912372725|23002.0
0|0|Male|White|627.663982783437|40000.0
1|0|Female|White|9841.468008762728|34000.0
0|0|Male|White|-3090.336017216563|36282.0
0|0|Male|White|-25347.336017216563|14025.0
1|0|Female|White|-5398.531991237272|18760.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-26725.336017216563|12647.0
1|0|Female|White|-1158.5319912372725|23000.0
1|0|Female|White|43420.46800876273|67579.0
0|0|Male|White|13177.663982783437|52550.0
1|0|Female|White|-17549.531991237272|6609.0
0|0|Male|White|-31363.336017216563|8009.0
0|0|Male|White|19727.663982783437|59100.0
1|0|Female|White|-22679.531991237272|1479.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-19088.531991237272|5070.0
0|0|Male|White|43127.66398278344|82500.0
1|0|Female|White|13841.468008762728|38000.0
0|0|Male|White|-11670.336017216563|27702.0
0|0|Male|Asian-Pac-Islander|-9015.785549542124|30356.55
0|0|Male|Black|-13515.785549542124|25856.55
1|0|Female|White|-7378.531991237272|16780.0
1|0|Female|White|-12158.531991237272|12000.0
0|0|Male|White|627.663982783437|40000.0
1|0|Female|White|-21158.531991237272|3000.0
1|0|Female|White|1841.4680087627275|26000.0
0|0|Male|White|2827.663982783437|42200.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-29372.336017216563|10000.0
1|0|Female|White|-19658.531991237272|4500.0
1|0|Female|White|-19739.531991237272|4419.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|2027.663982783437|41400.0
0|0|Male|White|-29772.336017216563|9600.0
1|0|Female|White|-156.53199123727245|24002.0
1|0|Female|White|-17658.531991237272|6500.0
0|0|Male|White|-28465.336017216563|10907.0
0|0|Male|White|-29750.336017216563|9622.0
1|0|Female|White|3241.4680087627275|27400.0
0|0|Male|White|-35582.33601721656|3790.0
1|0|Female|White|-22233.531991237272|1925.0
0|0|Male|White|-17067.336017216563|22305.0
1|0|Female|Black|8738.018476437166|32896.55
0|0|Male|White|-10372.336017216563|29000.0
0|0|Male|White|-37366.33601721656|2006.0
0|0|Male|White|-2008.336017216563|37364.0
0|0|Male|White|-7372.336017216563|32000.0
0|0|Male|White|1127.663982783437|40500.0
0|0|Male|White|-10572.336017216563|28800.0
0|0|Male|White|21627.663982783437|61000.0
0|0|Male|White|28247.663982783437|67620.0
0|0|Male|White|5549.663982783437|44922.0
1|0|Female|White|-1156.5319912372725|23002.0
0|0|Male|White|12727.663982783437|52100.0
0|0|Male|White|39741.66398278344|79114.0
1|0|Female|White|-20030.531991237272|4128.0
1|0|Female|Black|-10271.981523562834|13886.55
0|0|Male|Black|-26015.785549542124|13356.55
0|0|Male|Black|-28295.785549542124|11076.55
0|0|Male|Black|-21215.785549542124|18156.55
0|0|Male|Black|-12035.785549542124|27336.55
1|0|Female|Black|-301.9815235628339|23856.55
1|0|Female|Black|-13811.981523562834|10346.55
0|0|Male|Black|-31895.785549542124|7476.55
0|0|Male|Black|-30161.785549542124|9210.55
1|0|Female|Black|662.0184764371661|24820.55
0|0|Male|White|1439.663982783437|40812.0
0|0|Male|White|-36935.33601721656|2437.0
1|0|Female|Black|-9432.981523562834|14725.55
1|0|Female|White|18342.468008762728|42501.0
1|0|Female|White|-6649.531991237272|17509.0
0|0|Male|White|17827.663982783437|57200.0
1|0|Female|White|75840.46800876272|99999.0
0|0|Male|White|11451.663982783437|50824.0
0|0|Male|White|-9449.336017216563|29923.0
1|0|Female|White|6456.468008762728|30615.0
0|0|Male|White|24675.663982783437|64048.0
0|0|Male|White|-38023.33601721656|1349.0
1|0|Female|White|-4800.531991237272|19358.0
0|0|Male|White|15430.663982783437|54803.0
0|0|Male|White|-37174.33601721656|2198.0
0|0|Male|White|51827.66398278344|91200.0
1|0|Female|White|25841.468008762728|50000.0
0|0|Male|White|-8562.336017216563|30810.0
0|0|Male|White|9041.663982783437|48414.0
0|0|Male|White|35823.66398278344|75196.0
0|0|Male|White|-30944.336017216563|8428.0
1|0|Female|White|845.4680087627275|25004.0
1|0|Female|White|16791.468008762728|40950.0
1|0|Female|White|-5391.531991237272|18767.0
1|0|Female|White|16549.468008762728|40708.0
0|0|Male|White|40647.66398278344|80020.0
1|0|Female|White|-11992.531991237272|12166.0
0|0|Male|White|-12540.336017216563|26832.0
1|0|Female|White|-13326.531991237272|10832.0
0|0|Male|White|-14108.336017216563|25264.0
0|0|Male|White|23677.663982783437|63050.0
0|0|Male|White|-30777.336017216563|8595.0
0|0|Male|White|13446.663982783437|52819.0
1|0|Female|White|-2072.5319912372725|22086.0
0|0|Male|White|34829.66398278344|74202.0
0|0|Male|White|-22193.336017216563|17179.0
1|0|Female|White|-13453.531991237272|10705.0
1|0|Female|White|16341.468008762728|40500.0
1|0|Female|Black|-16701.981523562834|7456.55
0|0|Male|White|-27222.336017216563|12150.0
0|0|Male|White|-29372.336017216563|10000.0
0|0|Male|White|-16734.336017216563|22638.0
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|-11089.336017216563|28283.0
1|0|Female|White|-6361.531991237272|17797.0
1|0|Female|White|4791.468008762728|28950.0
0|0|Male|White|-34322.33601721656|5050.0
0|0|Male|White|40792.66398278344|80165.0
1|0|Female|White|30749.468008762728|54908.0
1|0|Female|White|3489.4680087627275|27648.0
1|0|Female|White|63941.46800876273|88100.0
0|0|Male|White|33575.66398278344|72948.0
0|0|Male|White|-14147.336017216563|25225.0
1|0|Female|Black|11698.018476437166|35856.55
0|0|Male|White|32135.663982783437|71508.0
0|0|Male|White|-10800.336017216563|28572.0
1|0|Female|White|-22078.531991237272|2080.0
0|0|Male|White|12159.663982783437|51532.0
1|0|Female|White|11951.468008762728|36110.0
1|0|Female|White|12941.468008762728|37100.0
1|0|Female|White|23065.468008762728|47224.0
1|0|Female|White|4341.468008762728|28500.0
0|0|Male|White|1633.663982783437|41006.0
1|0|Female|White|3741.4680087627275|27900.0
0|0|Male|White|-5338.336017216563|34034.0
0|0|Male|Asian-Pac-Islander|11584.214450457876|50956.55
0|0|Male|White|5894.663982783437|45267.0
0|0|Male|White|-34162.33601721656|5210.0
0|0|Male|White|29340.663982783437|68713.0
0|0|Male|White|-12615.336017216563|26757.0
0|0|Male|White|-17372.336017216563|22000.0
0|0|Male|White|9153.663982783437|48526.0
0|0|Male|White|-35372.33601721656|4000.0
1|0|Female|White|-21158.531991237272|3000.0
1|0|Female|White|-23158.531991237272|1000.0
0|0|Male|White|10667.663982783437|50040.0
0|0|Male|White|14814.663982783437|54187.0
1|0|Female|White|-7158.531991237272|17000.0
0|0|Male|White|-28572.336017216563|10800.0
1|0|Female|White|-20658.531991237272|3500.0
0|0|Male|White|3625.663982783437|42998.0
0|0|Male|White|41627.66398278344|81000.0
0|0|Male|White|2047.663982783437|41420.0
0|0|Male|White|-14222.336017216563|25150.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|-5057.336017216563|34315.0
0|0|Male|White|-4063.336017216563|35309.0
0|0|Male|White|-17800.336017216563|21572.0
0|0|Male|White|50627.66398278344|90000.0
1|0|Female|White|44941.46800876273|69100.0
1|0|Female|Asian-Pac-Islander|-12825.981523562834|11332.55
0|0|Male|Asian-Pac-Islander|-19505.785549542124|19866.55
1|0|Female|Asian-Pac-Islander|-11063.981523562834|13094.55
1|0|Female|Black|13878.018476437166|38036.55
1|0|Female|Asian-Pac-Islander|-4822.981523562834|19335.55
0|0|Male|Asian-Pac-Islander|-7515.7855495421245|31856.55
1|0|Female|White|-4778.531991237272|19380.0
1|0|Female|White|-17358.531991237272|6800.0
0|0|Male|White|33277.66398278344|72650.0
0|0|Male|White|9805.663982783437|49178.0
0|0|Male|White|-37330.33601721656|2042.0
0|0|Male|White|977.663982783437|40350.0
0|0|Male|White|-35632.33601721656|3740.0
1|0|Female|Black|79648.01847643717|99999.0
0|0|Male|Black|16434.214450457876|55806.55
1|0|Female|White|-6158.531991237272|18000.0
1|0|Female|Black|-4791.981523562834|19366.55
0|0|Male|White|-26352.336017216563|13020.0
0|0|Male|Black|35099.214450457876|74471.55
0|0|Male|Black|-5515.7855495421245|33856.55
1|0|Female|Black|-289.9815235628339|23868.55
1|0|Female|Black|15202.018476437166|39360.55
0|0|Male|Black|-2315.7855495421245|37056.55
1|0|Female|White|5861.468008762728|30020.0
0|0|Male|White|-6036.336017216563|33336.0
0|0|Male|White|7076.663982783437|46449.0
1|0|Female|White|17066.468008762728|41225.0
0|0|Male|White|-12148.336017216563|27224.0
1|0|Female|White|-6848.531991237272|17310.0
0|0|Male|White|-7075.336017216563|32297.0
1|0|Female|White|-19919.531991237272|4239.0
1|0|Female|White|-5458.531991237272|18700.0
0|0|Male|Black|-23943.785549542124|15428.55
0|0|Male|White|-23351.336017216563|16021.0
1|0|Female|White|2300.4680087627275|26459.0
0|0|Male|White|-25247.336017216563|14125.0
1|0|Female|Black|41698.018476437166|65856.55
0|0|Male|Black|66483.21445045788|99999.0
0|0|Male|Black|66483.21445045788|99999.0
0|0|Male|Black|66483.21445045788|99999.0
0|0|Male|White|-30472.336017216563|8900.0
0|0|Male|Black|-32015.785549542124|7356.55
1|0|Female|Black|3803.018476437166|27961.55
0|0|Male|Black|-5515.7855495421245|33856.55
1|0|Female|Black|17698.018476437166|41856.55
0|0|Male|White|21339.663982783437|60712.0
0|0|Male|White|13127.663982783437|52500.0
0|0|Male|White|9693.663982783437|49066.0
0|0|Male|White|-28549.336017216563|10823.0
1|0|Female|Black|2898.018476437166|27056.55
0|0|Male|White|18777.663982783437|58150.0
0|0|Male|Black|39082.214450457876|78454.55
0|0|Male|White|-28060.336017216563|11312.0
0|0|Male|White|-34372.33601721656|5000.0
0|0|Male|White|-33372.33601721656|6000.0
1|0|Female|White|6953.468008762728|31112.0
0|0|Male|White|-23772.336017216563|15600.0
1|0|Female|White|-12118.531991237272|12040.0
0|0|Male|White|-11252.336017216563|28120.0
0|0|Male|White|50415.66398278344|89788.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|23604.663982783437|62977.0
0|0|Male|White|60228.66398278344|99601.0
0|0|Male|White|33327.66398278344|72700.0
0|0|Male|White|14731.663982783437|54104.0
0|0|Male|White|35648.66398278344|75021.0
0|0|Male|White|-11143.336017216563|28229.0
0|0|Male|White|51734.66398278344|91107.0
0|0|Male|White|-34372.33601721656|5000.0
0|0|Male|Black|-23515.785549542124|15856.55
1|0|Female|White|10841.468008762728|35000.0
0|0|Male|White|51328.66398278344|90701.0
1|0|Female|White|-5417.531991237272|18741.0
1|0|Female|White|-20558.531991237272|3600.0
0|0|Male|White|19050.663982783437|58423.0
1|0|Female|White|-3948.5319912372725|20210.0
0|0|Male|White|-31780.336017216563|7592.0
0|0|Male|White|5830.663982783437|45203.0
0|0|Male|Black|12584.214450457876|51956.55
1|0|Female|White|-1138.5319912372725|23020.0
1|0|Female|White|-2158.5319912372725|22000.0
1|0|Female|White|-8158.531991237272|16000.0
1|0|Female|White|6421.468008762728|30580.0
1|0|Female|White|-2658.5319912372725|21500.0
1|0|Female|White|5891.468008762728|30050.0
0|0|Male|White|-365.33601721656305|39007.0
1|0|Female|White|-22608.531991237272|1550.0
0|0|Male|White|21505.663982783437|60878.0
0|0|Male|White|-30372.336017216563|9000.0
